,owner,repo,a,c,d,date
2423,carrierwaveuploader,carrierwave,0,0,0,2016-07-03 00:00:00
2424,eczarny,spectacle,0,0,0,2016-07-03 00:00:00
2425,inconshreveable,ngrok,0,0,0,2016-07-03 00:00:00
2426,jquery,jquery-ui,22898,9,2002,2016-07-03 00:00:00
2427,jschr,bootstrap-modal,0,0,0,2016-07-03 00:00:00
2428,lebinh,ngxtop,0,0,0,2016-07-03 00:00:00
2429,madebymany,sir-trevor-js,195,10,49,2016-07-03 00:00:00
2430,rendrjs,rendr,0,0,0,2016-07-03 00:00:00
2431,IanLunn,Hover,0,0,0,2016-07-10 00:00:00
2432,JakeWharton,ViewPagerIndicator,0,0,0,2016-07-10 00:00:00
2433,carrierwaveuploader,carrierwave,0,0,0,2016-07-10 00:00:00
2434,eczarny,spectacle,6,1,6,2016-07-10 00:00:00
2435,inconshreveable,ngrok,0,0,0,2016-07-10 00:00:00
2436,jquery,jquery-ui,12,2,2,2016-07-10 00:00:00
2437,jschr,bootstrap-modal,0,0,0,2016-07-10 00:00:00
2438,lebinh,ngxtop,0,0,0,2016-07-10 00:00:00
2439,madebymany,sir-trevor-js,308,9,946,2016-07-10 00:00:00
2440,rendrjs,rendr,0,0,0,2016-07-10 00:00:00
2441,IanLunn,Hover,0,0,0,2016-07-17 00:00:00
2442,JakeWharton,ViewPagerIndicator,0,0,0,2016-07-17 00:00:00
2443,carrierwaveuploader,carrierwave,0,0,0,2016-07-17 00:00:00
2444,eczarny,spectacle,0,0,0,2016-07-17 00:00:00
2445,inconshreveable,ngrok,0,0,0,2016-07-17 00:00:00
2446,jquery,jquery-ui,0,0,0,2016-07-17 00:00:00
2447,jschr,bootstrap-modal,0,0,0,2016-07-17 00:00:00
2448,lebinh,ngxtop,0,0,0,2016-07-17 00:00:00
2449,madebymany,sir-trevor-js,7,3,5,2016-07-17 00:00:00
2450,rendrjs,rendr,0,0,0,2016-07-17 00:00:00
2451,IanLunn,Hover,0,0,0,2016-07-24 00:00:00
2452,JakeWharton,ViewPagerIndicator,0,0,0,2016-07-24 00:00:00
2453,carrierwaveuploader,carrierwave,0,0,0,2016-07-24 00:00:00
2454,eczarny,spectacle,0,0,0,2016-07-24 00:00:00
2455,inconshreveable,ngrok,0,0,0,2016-07-24 00:00:00
2456,jquery,jquery-ui,44,2,4,2016-07-24 00:00:00
2457,jschr,bootstrap-modal,0,0,0,2016-07-24 00:00:00
2458,lebinh,ngxtop,0,0,0,2016-07-24 00:00:00
2459,madebymany,sir-trevor-js,79,2,16,2016-07-24 00:00:00
2460,rendrjs,rendr,0,0,0,2016-07-24 00:00:00
2461,IanLunn,Hover,0,0,0,2016-07-31 00:00:00
2462,JakeWharton,ViewPagerIndicator,0,0,0,2016-07-31 00:00:00
2463,carrierwaveuploader,carrierwave,0,0,0,2016-07-31 00:00:00
2464,eczarny,spectacle,4,1,3,2016-07-31 00:00:00
2465,inconshreveable,ngrok,0,0,0,2016-07-31 00:00:00
2466,jquery,jquery-ui,36,1,27,2016-07-31 00:00:00
2467,jschr,bootstrap-modal,0,0,0,2016-07-31 00:00:00
2468,lebinh,ngxtop,0,0,0,2016-07-31 00:00:00
2469,madebymany,sir-trevor-js,2,1,3,2016-07-31 00:00:00
2470,rendrjs,rendr,0,0,0,2016-07-31 00:00:00
2471,IanLunn,Hover,0,0,0,2016-08-07 00:00:00
2472,JakeWharton,ViewPagerIndicator,0,0,0,2016-08-07 00:00:00
2473,carrierwaveuploader,carrierwave,33,4,15,2016-08-07 00:00:00
2474,eczarny,spectacle,0,0,0,2016-08-07 00:00:00
2475,inconshreveable,ngrok,0,0,0,2016-08-07 00:00:00
2476,jquery,jquery-ui,0,0,0,2016-08-07 00:00:00
2477,jschr,bootstrap-modal,0,0,0,2016-08-07 00:00:00
2478,lebinh,ngxtop,0,0,0,2016-08-07 00:00:00
2479,madebymany,sir-trevor-js,0,0,0,2016-08-07 00:00:00
2480,rendrjs,rendr,0,0,0,2016-08-07 00:00:00
2481,IanLunn,Hover,0,0,0,2016-08-14 00:00:00
2482,JakeWharton,ViewPagerIndicator,0,0,0,2016-08-14 00:00:00
2483,carrierwaveuploader,carrierwave,0,0,0,2016-08-14 00:00:00
2484,eczarny,spectacle,0,0,0,2016-08-14 00:00:00
2485,inconshreveable,ngrok,0,0,0,2016-08-14 00:00:00
2486,jquery,jquery-ui,39,2,26,2016-08-14 00:00:00
2487,jschr,bootstrap-modal,0,0,0,2016-08-14 00:00:00
2488,lebinh,ngxtop,0,0,0,2016-08-14 00:00:00
2489,madebymany,sir-trevor-js,0,0,0,2016-08-14 00:00:00
2490,rendrjs,rendr,0,0,0,2016-08-14 00:00:00
2491,IanLunn,Hover,0,0,0,2016-08-21 00:00:00
2492,JakeWharton,ViewPagerIndicator,0,0,0,2016-08-21 00:00:00
2493,carrierwaveuploader,carrierwave,0,0,0,2016-08-21 00:00:00
2494,eczarny,spectacle,95,4,108,2016-08-21 00:00:00
2495,inconshreveable,ngrok,0,0,0,2016-08-21 00:00:00
2496,jquery,jquery-ui,0,0,0,2016-08-21 00:00:00
2497,jschr,bootstrap-modal,0,0,0,2016-08-21 00:00:00
2498,lebinh,ngxtop,0,0,0,2016-08-21 00:00:00
2499,madebymany,sir-trevor-js,0,0,0,2016-08-21 00:00:00
2500,rendrjs,rendr,0,0,0,2016-08-21 00:00:00
2501,IanLunn,Hover,0,0,0,2016-08-28 00:00:00
2502,JakeWharton,ViewPagerIndicator,0,0,0,2016-08-28 00:00:00
2503,carrierwaveuploader,carrierwave,0,0,0,2016-08-28 00:00:00
2504,eczarny,spectacle,1040,7,697,2016-08-28 00:00:00
2505,inconshreveable,ngrok,0,0,0,2016-08-28 00:00:00
2506,jquery,jquery-ui,98,9,64,2016-08-28 00:00:00
2507,jschr,bootstrap-modal,0,0,0,2016-08-28 00:00:00
2508,lebinh,ngxtop,0,0,0,2016-08-28 00:00:00
2509,madebymany,sir-trevor-js,0,0,0,2016-08-28 00:00:00
2510,rendrjs,rendr,0,0,0,2016-08-28 00:00:00
2511,IanLunn,Hover,0,0,0,2016-09-04 00:00:00
2512,JakeWharton,ViewPagerIndicator,0,0,0,2016-09-04 00:00:00
2513,carrierwaveuploader,carrierwave,19,2,12,2016-09-04 00:00:00
2514,eczarny,spectacle,1619,34,1216,2016-09-04 00:00:00
2515,inconshreveable,ngrok,0,0,0,2016-09-04 00:00:00
2516,jquery,jquery-ui,11,2,0,2016-09-04 00:00:00
2517,jschr,bootstrap-modal,0,0,0,2016-09-04 00:00:00
2518,lebinh,ngxtop,0,0,0,2016-09-04 00:00:00
2519,madebymany,sir-trevor-js,0,0,0,2016-09-04 00:00:00
2520,rendrjs,rendr,0,0,0,2016-09-04 00:00:00
2521,IanLunn,Hover,0,0,0,2016-09-11 00:00:00
2522,JakeWharton,ViewPagerIndicator,0,0,0,2016-09-11 00:00:00
2523,carrierwaveuploader,carrierwave,0,0,0,2016-09-11 00:00:00
2524,eczarny,spectacle,1,1,1,2016-09-11 00:00:00
2525,inconshreveable,ngrok,0,0,0,2016-09-11 00:00:00
2526,jquery,jquery-ui,54,5,9,2016-09-11 00:00:00
2527,jschr,bootstrap-modal,0,0,0,2016-09-11 00:00:00
2528,lebinh,ngxtop,0,0,0,2016-09-11 00:00:00
2529,madebymany,sir-trevor-js,0,0,0,2016-09-11 00:00:00
2530,rendrjs,rendr,0,0,0,2016-09-11 00:00:00
